d3mIndex,nodeID,community
64847,411004,4788
64853,27941,4789
64859,263151,4790
64870,192985,4791
64874,165352,4792
64884,336745,4793
64890,207285,4794
64893,126775,4795
64896,55727,4796
64901,240095,4797
64904,208375,4798
64908,445147,4799
64910,155318,4800
64914,360239,4801
64937,120615,4802
65065,513318,4803
65082,247407,4804
65111,438664,4805
65131,509112,4806
65150,418122,4807
65154,3954,4808
65186,393054,4809
65200,464218,4810
65210,224484,4811
65221,253676,4812
65237,532242,4813
65248,527558,4814
65249,8050,4815
65266,505411,4816
65276,509639,4817
65278,208408,4818
65288,269696,4819
65292,193828,4820
65299,166948,4821
65306,244754,4822
65313,476208,4823
65316,437578,4824
65318,131606,4825
65322,315279,4826
65327,420228,4827
65353,417607,4828
65361,121740,4829
65370,219322,4830
65372,144403,4831
65423,80379,4832
65714,110776,4833
65758,157436,4834
65787,547944,4835
65796,269571,4836
65813,126441,4837
65826,138325,4838
65833,94085,4839
65848,283137,4840
65860,321616,4841
65870,436949,4842
65877,127346,4843
65890,408058,4844
65892,128544,4845
65904,429236,4846
65913,328644,4847
65922,535215,4848
65929,486195,4849
65933,341836,4850
65938,6213,4851
65950,526347,4852
65954,336468,4853
65962,547343,4854
65968,440425,4855
65973,320027,4856
65975,31442,4857
65983,335852,4858
65987,429007,4859
65990,314450,4860
65995,270238,4861
65999,472423,4862
66001,28914,4863
66007,29584,4864
66010,330314,4865
66014,238496,4866
66015,164133,4867
66019,443571,4868
66021,139762,4869
66024,123128,4870
66027,94800,4871
66030,93478,4872
66034,199497,4873
66036,5465,4874
66142,168941,4875
66406,454413,4876
66431,392538,4877
66444,545966,4878
66454,48448,4879
66482,545994,4880
66493,181666,4881
66502,274813,4882
66509,102612,4883
66521,82400,4884
66532,293044,4885
66545,547256,4886
66551,153287,4887
66557,278731,4888
66568,429236,4889
66578,377039,4890
66586,535215,4891
66591,363073,4892
66600,469669,4893
66605,110816,4894
66612,398182,4895
66619,362231,4896
66625,547342,4897
66630,344204,4898
66634,243477,4899
66639,31442,4900
66647,335852,4901
66649,367144,4902
66655,353272,4903
66659,270238,4904
66661,48712,4905
66668,463375,4906
66672,265611,4907
66673,306740,4908
66678,238496,4909
66679,164133,4910
66682,161487,4911
66686,167426,4912
66690,447338,4913
66691,94800,4914
66695,484070,4915
66699,287016,4916
66701,317640,4917
66739,489415,4918
66756,175382,4919
66781,199179,4920
66804,219781,4921
66819,351669,4922
66832,300910,4923
66848,287800,4924
66861,383169,4925
66871,79444,4926
66884,173707,4927
66896,59223,4928
66914,504946,4929
66919,233402,4930
66932,301581,4931
66941,201731,4932
66947,66078,4933
66962,372164,4934
66965,44778,4935
66979,401165,4936
66987,10627,4937
66996,328528,4938
67000,78426,4939
67011,423025,4940
67017,507063,4941
67023,415037,4942
67029,507789,4943
67033,112046,4944
67040,495490,4945
67045,405565,4946
67048,323534,4947
67051,197814,4948
67055,381352,4949
67059,429715,4950
67063,535855,4951
67065,294926,4952
67068,391269,4953
67070,231176,4954
67074,445930,4955
67078,528417,4956
67079,54847,4957
67082,12785,4958
67087,428059,4959
67123,485510,4960
67146,289740,4961
67166,191076,4962
67189,165463,4963
67207,407868,4964
67223,407647,4965
67239,509512,4966
67242,79444,4967
67262,490051,4968
67265,29564,4969
67279,59223,4970
67294,435716,4971
67304,395623,4972
67309,44613,4973
67320,30039,4974
67337,486207,4975
67342,300959,4976
67349,50982,4977
67358,238665,4978
67367,10599,4979
67381,517741,4980
67383,144469,4981
67391,136733,4982
67398,247239,4983
67405,478810,4984
67408,105500,4985
67414,178971,4986
67418,101668,4987
67424,323532,4988
67427,152001,4989
67431,74283,4990
67435,347707,4991
67439,490377,4992
67442,294926,4993
67446,526636,4994
67448,357878,4995
67452,528417,4996
67453,54847,4997
67458,82924,4998
67459,8157,4999
